City,Severity_Level,Accident_Count,Severity_Ratio_Percent
JOHN DAY,4,6,1.68
JOHNS ISLAND,2,12,100.0
JOHNSBURG,2,5,55.56
JOHNSBURG,4,4,44.44
JOHNSON CITY,1,1,0.61
JOHNSON CITY,2,129,78.66
JOHNSON CITY,3,11,6.71
JOHNSON CITY,4,23,14.02
JOHNSONBURG,2,36,92.31
JOHNSONBURG,4,3,7.69
JOHNSONVILLE,2,153,92.17
JOHNSONVILLE,3,3,1.81
JOHNSONVILLE,4,10,6.02
JOHNSTON,1,1,0.39
JOHNSTON,2,219,84.88
JOHNSTON,3,23,8.91
JOHNSTON,4,15,5.81
JOHNSTON CITY,3,2,40.0
JOHNSTON CITY,4,3,60.0
JOHNSTOWN,2,727,76.85
JOHNSTOWN,3,154,16.28
JOHNSTOWN,4,65,6.87
JOINER,2,9,60.0
JOINER,3,1,6.67
JOINER,4,5,33.33
JOLIET,1,2,0.99
JOLIET,2,107,52.71
JOLIET,3,71,34.98
JOLIET,4,23,11.33
JOLLEY,2,1,100.0
JONES,2,10,43.48
JONES,3,1,4.35
JONES,4,12,52.17
JONES MILLS,2,6,100.0
JONESBORO,2,142,74.35
JONESBORO,3,9,4.71
JONESBORO,4,40,20.94
JONESBOROUGH,2,9,90.0
JONESBOROUGH,4,1,10.0
JONESBURG,2,24,64.86
JONESBURG,3,1,2.7
JONESBURG,4,12,32.43
JONESTOWN,1,1,0.4
JONESTOWN,2,198,79.84
JONESTOWN,3,5,2.02
JONESTOWN,4,44,17.74
JONESVILLE,1,1,1.01
JONESVILLE,2,84,84.85
JONESVILLE,4,14,14.14
JOPLIN,2,86,83.5
JOPLIN,3,3,2.91
JOPLIN,4,14,13.59
JOPPA,2,465,87.57
JOPPA,3,30,5.65
JOPPA,4,36,6.78
JORDAN,2,249,96.89
JORDAN,3,7,2.72
JORDAN,4,1,0.39
JORDAN VALLEY,2,891,96.74
JORDAN VALLEY,3,11,1.19
JORDAN VALLEY,4,19,2.06
JOSEPH,2,108,100.0
JOSEPH CITY,2,15,78.95
JOSEPH CITY,3,1,5.26
JOSEPH CITY,4,3,15.79
JOSHUA,2,1,50.0
JOSHUA,3,1,50.0
JOSHUA TREE,2,1,50.0
JOSHUA TREE,4,1,50.0
JOURDANTON,3,2,100.0
JUD,2,2,100.0
JUDA,4,4,100.0
JUDITH GAP,2,7,77.78
JUDITH GAP,4,2,22.22
JUDSONIA,2,8,88.89
JUDSONIA,4,1,11.11
JULESBURG,2,8,80.0
JULESBURG,4,2,20.0
JULIAETTA,2,5,100.0
JULIAN,1,1,1.41
JULIAN,2,59,83.1
JULIAN,3,3,4.23
JULIAN,4,8,11.27
JULIETTE,2,20,58.82
JULIETTE,3,6,17.65
JULIETTE,4,8,23.53
JUNCTION,2,3,50.0
JUNCTION,3,1,16.67
JUNCTION,4,2,33.33
JUNCTION CITY,2,289,90.88
JUNCTION CITY,3,3,0.94
JUNCTION CITY,4,26,8.18
JUNE LAKE,2,139,96.53
JUNE LAKE,3,2,1.39
JUNE LAKE,4,3,2.08
JUNEAU,4,8,100.0
JUNTURA,2,198,98.02
JUNTURA,3,2,0.99
JUNTURA,4,2,0.99
JUPITER,1,15,3.65
JUPITER,2,346,84.18
JUPITER,3,20,4.87
JUPITER,4,30,7.3
JURUPA VALLEY,2,1355,99.12
JURUPA VALLEY,3,10,0.73
JURUPA VALLEY,4,2,0.15
JUSTICE,2,190,73.64
JUSTICE,3,64,24.81
JUSTICE,4,4,1.55
JUSTIN,2,17,70.83
JUSTIN,3,4,16.67
JUSTIN,4,3,12.5
KABETOGAMA,2,11,100.0
KADOKA,2,1,50.0
KADOKA,4,1,50.0
KAIBETO,2,37,74.0
KAIBETO,3,2,4.0
KAIBETO,4,11,22.0
KALAMA,2,41,82.0
KALAMA,3,8,16.0
KALAMA,4,1,2.0
KALAMAZOO,2,266,79.4
KALAMAZOO,3,12,3.58
KALAMAZOO,4,57,17.01
KALISPELL,2,861,98.51
KALISPELL,3,3,0.34
KALISPELL,4,10,1.14
KALKASKA,4,10,100.0
KALONA,2,2,100.0
KAMAS,2,141,98.6
KAMAS,4,2,1.4
KAMIAH,2,5,100.0
KANAB,2,53,92.98
KANAB,4,4,7.02
KANARRAVILLE,2,63,100.0
KANDIYOHI,2,12,100.0
KANE,2,163,89.07
KANE,3,1,0.55
KANE,4,19,10.38
KANKAKEE,2,3,25.0
KANKAKEE,3,4,33.33
KANKAKEE,4,5,41.67
KANNAPOLIS,1,1,0.68
KANNAPOLIS,2,102,69.39
KANNAPOLIS,3,18,12.24
KANNAPOLIS,4,26,17.69
KANORADO,2,2,100.0
KANSAS,4,1,100.0
KANSAS CITY,1,3,0.02
KANSAS CITY,2,11134,83.73
KANSAS CITY,3,1540,11.58
KANSAS CITY,4,621,4.67
KANSASVILLE,4,2,100.0
KARLSRUHE,2,1,100.0
KARNS CITY,4,1,100.0
KARTHAUS,2,13,100.0
KARVAL,2,2,100.0
KASOTA,2,54,100.0
KASSON,2,68,100.0
KATHIO,2,2,100.0
KATHLEEN,2,16,30.19
KATHLEEN,3,1,1.89
KATHLEEN,4,36,67.92
KATHRYN,2,5,100.0
KATONAH,1,11,3.46
KATONAH,2,252,79.25
KATONAH,3,32,10.06
KATONAH,4,23,7.23
KATY,2,115,46.56
KATY,3,102,41.3
KATY,4,30,12.15
KAUFMAN,2,3,30.0
KAUFMAN,4,7,70.0
KAUKAUNA,2,7,53.85
KAUKAUNA,3,1,7.69
KAUKAUNA,4,5,38.46
KAW,2,5,83.33
KAW,3,1,16.67
KAWKAWLIN,2,10,34.48
KAWKAWLIN,3,1,3.45
KAWKAWLIN,4,18,62.07
KAYCEE,2,5,45.45
KAYCEE,3,2,18.18
KAYCEE,4,4,36.36
KAYENTA,2,22,52.38
KAYENTA,3,4,9.52
KAYENTA,4,16,38.1
KAYSVILLE,1,6,1.0
KAYSVILLE,2,565,93.7
KAYSVILLE,3,20,3.32
KAYSVILLE,4,12,1.99
KEAMS CANYON,2,2,40.0
KEAMS CANYON,4,3,60.0
KEANSBURG,2,1,33.33
KEANSBURG,4,2,66.67
KEARNEY,2,60,80.0
KEARNEY,3,5,6.67
KEARNEY,4,10,13.33
KEARNEYSVILLE,2,11,100.0
KEARNY,2,821,89.53
KEARNY,3,49,5.34
KEARNY,4,47,5.13
KEASBEY,2,203,84.23
KEASBEY,3,34,14.11
KEASBEY,4,4,1.66
KEEDYSVILLE,2,4,100.0
KEELING,2,1,50.0
KEELING,4,1,50.0
KEENE,2,221,92.86
KEENE,3,5,2.1
KEENE,4,12,5.04
KEENE VALLEY,4,2,100.0
KEENESBURG,2,4,40.0
KEENESBURG,3,1,10.0
KEENESBURG,4,5,50.0
KEESEVILLE,2,15,93.75
KEESEVILLE,4,1,6.25
KEEWATIN,2,10,100.0
KEEZLETOWN,2,2,50.0
KEEZLETOWN,4,2,50.0
KEITHVILLE,2,103,100.0
KEIZER,2,7,87.5
KEIZER,4,1,12.5
KELFORD,2,2,66.67
KELFORD,4,1,33.33
KELL,2,5,100.0
KELLER,2,9,90.0
KELLER,3,1,10.0
KELLIHER,2,25,100.0
KELLOGG,2,87,92.55
KELLOGG,3,2,2.13
KELLOGG,4,5,5.32
KELLY,4,2,100.0
KELLYTON,2,3,50.0
KELLYTON,3,3,50.0
KELSEYVILLE,2,329,98.8
KELSEYVILLE,3,2,0.6
KELSEYVILLE,4,2,0.6
KELSO,1,3,2.73
KELSO,2,88,80.0
KELSO,3,8,7.27
KELSO,4,11,10.0
KEMAH,2,3,27.27
KEMAH,3,1,9.09
KEMAH,4,7,63.64
KEMMERER,4,1,100.0
KEMPTON,2,2,40.0
KEMPTON,4,3,60.0
KENANSVILLE,1,3,1.08
KENANSVILLE,2,235,84.53
KENANSVILLE,3,1,0.36
KENANSVILLE,4,39,14.03
KENBRIDGE,2,8,50.0
KENBRIDGE,4,8,50.0
KENDALL,4,4,100.0
KENDALL PARK,2,3,42.86
KENDALL PARK,4,4,57.14
KENDALLVILLE,2,5,41.67
KENDALLVILLE,4,7,58.33
KENDRICK,2,2,50.0
KENDRICK,4,2,50.0
KENESAW,2,3,100.0
KENILWORTH,2,188,87.04
KENILWORTH,3,24,11.11
KENILWORTH,4,4,1.85
KENLY,1,2,2.99
KENLY,2,49,73.13
KENLY,3,4,5.97
KENLY,4,12,17.91
KENMARE,2,8,100.0
KENMORE,2,1,100.0
KENNA,2,15,78.95
KENNA,3,1,5.26
KENNA,4,3,15.79
KENNARD,2,2,40.0
KENNARD,4,3,60.0
KENNEBUNK,2,34,94.44
KENNEBUNK,3,2,5.56
KENNEBUNKPORT,2,26,100.0
KENNEDALE,2,3,100.0
KENNEDY,4,10,100.0
KENNEDYVILLE,2,2,20.0
KENNEDYVILLE,4,8,80.0
KENNER,2,138,75.41
KENNER,3,21,11.48
KENNER,4,24,13.11
KENNERDELL,4,1,100.0
KENNESAW,1,3,0.76
KENNESAW,2,283,72.01
KENNESAW,3,66,16.79
KENNESAW,4,41,10.43
KENNETH CITY,2,30,96.77
KENNETH CITY,4,1,3.23
KENNETT SQUARE,2,238,87.18
KENNETT SQUARE,3,29,10.62
KENNETT SQUARE,4,6,2.2
KENNEWICK,2,15,71.43
KENNEWICK,3,2,9.52
KENNEWICK,4,4,19.05
KENO,2,132,99.25
KENO,3,1,0.75
KENOCKEE,4,1,100.0
KENOSHA,2,42,42.86
KENOSHA,3,39,39.8
KENOSHA,4,17,17.35
KENOVA,2,10,83.33
KENOVA,3,1,8.33
KENOVA,4,1,8.33
KENSETT,2,2,33.33
KENSETT,4,4,66.67
KENSINGTON,2,145,87.88
KENSINGTON,3,8,4.85
KENSINGTON,4,12,7.27
KENT,1,14,1.67
KENT,2,653,77.74
KENT,3,119,14.17
KENT,4,54,6.43
KENT CITY,2,3,37.5
KENT CITY,3,1,12.5
KENT CITY,4,4,50.0
KENTFIELD,2,68,98.55
KENTFIELD,3,1,1.45
KENTLAND,2,4,40.0
KENTLAND,4,6,60.0
KENTON,4,1,100.0
KENTS STORE,4,4,100.0
KENTWOOD,2,1,100.0
KENVIL,3,1,33.33
KENVIL,4,2,66.67
KENWOOD,1,2,3.85
KENWOOD,2,45,86.54
KENWOOD,4,5,9.62
KENYON,2,70,97.22
KENYON,4,2,2.78
KEOKUK,2,1,100.0
KEOTA,2,1,50.0
KEOTA,4,1,50.0
KERBY,2,134,95.71
KERBY,3,2,1.43
KERBY,4,4,2.86
KERHONKSON,2,5,83.33
KERHONKSON,4,1,16.67
KERKHOVEN,2,24,100.0
KERMAN,1,16,4.22
KERMAN,2,359,94.72
KERMAN,4,4,1.06
KERMIT,2,1,100.0
KERNERSVILLE,1,5,2.02
KERNERSVILLE,2,166,66.94
KERNERSVILLE,3,33,13.31
KERNERSVILLE,4,44,17.74
KERNVILLE,2,48,100.0
KERRICK,2,4,100.0
KERRVILLE,2,1,25.0
KERRVILLE,4,3,75.0
KERSEY,2,65,86.67
KERSEY,3,3,4.0
KERSEY,4,7,9.33
KERSHAW,2,178,99.44
KERSHAW,4,1,0.56
KESWICK,2,139,80.81
KESWICK,4,33,19.19
KETCHUM,2,1,100.0
KETTERING,2,4,100.0
KETTLE FALLS,2,13,65.0
KETTLE FALLS,3,3,15.0
KETTLE FALLS,4,4,20.0
KETTLE RIVER,2,23,100.0
KETTLEMAN CITY,2,368,99.19
KETTLEMAN CITY,3,1,0.27
KETTLEMAN CITY,4,2,0.54
KEVIL,4,2,100.0
KEVIN,2,1,100.0
KEW GARDENS,2,58,70.73
KEW GARDENS,3,8,9.76
KEW GARDENS,4,16,19.51
KEWADIN,3,2,33.33
KEWADIN,4,4,66.67
KEWASKUM,4,2,100.0
KEY BISCAYNE,2,336,99.7
KEY BISCAYNE,3,1,0.3
KEY COLONY BEACH,2,1,100.0
KEY LARGO,2,148,73.63
KEY LARGO,3,11,5.47
KEY LARGO,4,42,20.9
KEY WEST,2,58,77.33
KEY WEST,4,17,22.67
KEYES,2,63,100.0
KEYMAR,2,14,66.67
KEYMAR,4,7,33.33
KEYPORT,2,16,59.26
KEYPORT,3,2,7.41
KEYPORT,4,9,33.33
KEYSER,2,4,100.0
KEYSTONE,2,1,11.11
KEYSTONE,4,8,88.89
KEYSTONE HEIGHTS,2,13,100.0
KEYSVILLE,2,17,65.38
KEYSVILLE,3,1,3.85
KEYSVILLE,4,8,30.77
KEYTESVILLE,4,1,100.0
KIAMESHA LAKE,4,1,100.0
KIESTER,2,4,100.0
KILA,2,74,97.37
KILA,4,2,2.63
KILDEER,2,52,86.67
KILDEER,3,8,13.33
KILGORE,2,1,100.0
KILKENNY,2,12,100.0
KILL BUCK,4,1,100.0
KILL DEVIL HILLS,4,1,100.0
KILLBUCK,4,4,100.0
KILLDEER,2,28,100.0
KILLEEN,2,1,50.0
KILLEEN,4,1,50.0
KILLEN,2,5,100.0
KILLINGWORTH,4,23,100.0
KILLONA,4,1,100.0
KILMARNOCK,2,6,46.15
KILMARNOCK,3,1,7.69
KILMARNOCK,4,6,46.15
KILN,2,8,80.0
KILN,3,2,20.0
KIM,2,7,46.67
KIM,3,3,20.0
KIM,4,5,33.33
KIMBALL,2,135,92.47
KIMBALL,3,4,2.74
KIMBALL,4,7,4.79
KIMBERLY,2,52,94.55
KIMBERLY,3,1,1.82
KIMBERLY,4,2,3.64
KIMBOLTON,4,1,100.0
KIMMELL,2,4,40.0
KIMMELL,4,6,60.0
KINARD,2,3,75.0
KINARD,4,1,25.0
KINARDS,2,76,91.57
KINARDS,4,7,8.43
KINDERHOOK,2,13,68.42
KINDERHOOK,3,2,10.53
KINDERHOOK,4,4,21.05
KINDRED,2,8,100.0
KING,2,10,76.92
KING,4,3,23.08
KING AND QUEEN COURT HOUSE,2,1,50.0
KING AND QUEEN COURT HOUSE,4,1,50.0
KING CITY,2,409,98.08
KING CITY,3,4,0.96
KING CITY,4,4,0.96
KING GEORGE,2,278,74.13
KING GEORGE,3,8,2.13
KING GEORGE,4,89,23.73
KING HILL,2,60,96.77
KING HILL,4,2,3.23
KING OF PRUSSIA,1,1,0.08
KING OF PRUSSIA,2,1211,93.01
KING OF PRUSSIA,3,39,3.0
KING OF PRUSSIA,4,51,3.92
KING WILLIAM,2,16,66.67
KING WILLIAM,3,1,4.17
KING WILLIAM,4,7,29.17
KINGDOM CITY,2,33,86.84
KINGDOM CITY,3,2,5.26
KINGDOM CITY,4,3,7.89
KINGFIELD,2,4,100.0
KINGFISHER,4,1,100.0
KINGMAN,2,329,88.68
KINGMAN,3,8,2.16
KINGMAN,4,34,9.16
KINGS BEACH,2,167,98.24
KINGS BEACH,4,3,1.76
KINGS CANYON NATIONAL PK,2,18,94.74
KINGS CANYON NATIONAL PK,4,1,5.26
KINGS MOUNTAIN,1,3,3.16
KINGS MOUNTAIN,2,71,74.74
KINGS MOUNTAIN,3,2,2.11
KINGS MOUNTAIN,4,19,20.0
KINGS PARK,3,1,14.29
KINGS PARK,4,6,85.71
KINGSBURG,1,13,1.87
KINGSBURG,2,672,96.83
KINGSBURG,3,7,1.01
KINGSBURG,4,2,0.29
KINGSBURY,2,2,66.67
KINGSBURY,3,1,33.33
KINGSLAND,2,22,52.38
KINGSLAND,3,4,9.52
KINGSLAND,4,16,38.1
KINGSLEY,2,28,82.35
KINGSLEY,4,6,17.65
KINGSPORT,2,93,78.81
KINGSPORT,3,2,1.69
KINGSPORT,4,23,19.49
KINGSTON,1,1,0.24
KINGSTON,2,365,88.59
KINGSTON,3,16,3.88
KINGSTON,4,30,7.28
KINGSTON SPRINGS,1,1,1.79
KINGSTON SPRINGS,2,49,87.5
KINGSTON SPRINGS,3,3,5.36
KINGSTON SPRINGS,4,3,5.36
KINGSTREE,2,104,99.05
KINGSTREE,4,1,0.95
KINGSVILLE,2,132,83.54
KINGSVILLE,3,4,2.53
KINGSVILLE,4,22,13.92
KINGWOOD,2,341,92.66
KINGWOOD,3,18,4.89
KINGWOOD,4,9,2.45
KINMUNDY,3,2,100.0
KINNELON,2,1,100.0
KINNEY,2,1,100.0
KINSALE,4,1,100.0
KINSEY,2,4,66.67
KINSEY,4,2,33.33
KINSLEY,4,1,100.0
KINSMAN,4,3,100.0
KINSTON,1,3,5.36
KINSTON,2,32,57.14
KINSTON,4,21,37.5
KINTNERSVILLE,4,1,100.0
KINTYRE,2,1,100.0
KINZERS,2,69,81.18
KINZERS,3,4,4.71
KINZERS,4,12,14.12
KIOWA,4,1,100.0
KIRBY,2,2,50.0
KIRBY,4,2,50.0
KIRKLAND,1,11,2.11
KIRKLAND,2,411,78.89
KIRKLAND,3,80,15.36
KIRKLAND,4,19,3.65
KIRKSVILLE,4,2,100.0
KIRKVILLE,2,59,93.65
KIRKVILLE,3,2,3.17
KIRKVILLE,4,2,3.17
KIRKWOOD,2,58,80.56
KIRKWOOD,3,4,5.56
KIRKWOOD,4,10,13.89
KIRTLAND,2,1,50.0
KIRTLAND,4,1,50.0
KISSIMMEE,1,74,1.08
KISSIMMEE,2,6605,96.31
KISSIMMEE,3,75,1.09
KISSIMMEE,4,104,1.52
KIT CARSON,2,12,40.0
KIT CARSON,3,8,26.67
KIT CARSON,4,10,33.33
KITTANNING,2,19,50.0
KITTANNING,3,4,10.53
KITTANNING,4,15,39.47
KITTERY,2,60,96.77
KITTERY,4,2,3.23
KITTRELL,4,2,100.0
KITTY HAWK,2,2,100.0
KITZMILLER,2,2,100.0
KLAMATH,2,185,97.88
KLAMATH,3,1,0.53
KLAMATH,4,3,1.59
KLAMATH FALLS,2,2163,98.72
KLAMATH FALLS,3,9,0.41
KLAMATH FALLS,4,19,0.87
KLAMATH RIVER,2,85,98.84
KLAMATH RIVER,3,1,1.16
KLICKITAT,2,2,100.0
KLINGERSTOWN,2,1,100.0
KNAPP,2,6,60.0
KNAPP,4,4,40.0
KNEELAND,2,23,100.0
KNIGHTDALE,1,17,2.06
KNIGHTDALE,2,758,91.77
KNIGHTDALE,3,34,4.12
KNIGHTDALE,4,17,2.06
KNIGHTS LANDING,2,111,94.87
KNIGHTS LANDING,3,1,0.85
KNIGHTS LANDING,4,5,4.27
KNIGHTSEN,2,3,100.0
KNIGHTSTOWN,2,90,72.0
KNIGHTSTOWN,3,11,8.8
KNIGHTSTOWN,4,24,19.2
KNOB NOSTER,2,4,100.0
KNOBEL,2,6,54.55
KNOBEL,4,5,45.45
KNOX,2,42,84.0
KNOX,3,1,2.0
KNOX,4,7,14.0
KNOX CITY,2,3,100.0
KNOXVILLE,1,1,0.05
KNOXVILLE,2,1975,89.73
KNOXVILLE,3,125,5.68
KNOXVILLE,4,100,4.54
KODAK,2,66,91.67
KODAK,4,6,8.33
KOHLER,4,3,100.0
KOKOMO,2,1,16.67
KOKOMO,4,5,83.33
KOOSHAREM,2,11,100.0
KOOSKIA,2,3,25.0
KOOSKIA,3,1,8.33
KOOSKIA,4,8,66.67
KORBEL,2,5,100.0
KOSCIUSKO,2,1,100.0
KOUTS,2,2,66.67
KOUTS,4,1,33.33
KREMLIN,2,7,100.0
KREMMLING,2,32,58.18
KREMMLING,3,7,12.73
KREMMLING,4,16,29.09
KRESGEVILLE,2,2,100.0
KROTZ SPRINGS,4,1,100.0
KRUM,2,3,100.0
KULM,2,5,100.0
KULPMONT,2,9,100.0
KUNA,2,28,96.55
KUNA,4,1,3.45
KUNKLETOWN,2,2,66.67
KUNKLETOWN,4,1,33.33
KURE BEACH,2,2,100.0
KUTTAWA,2,3,75.0
KUTTAWA,4,1,25.0
KUTZTOWN,1,1,0.63
KUTZTOWN,2,108,68.35
KUTZTOWN,3,18,11.39
KUTZTOWN,4,31,19.62
KYBURZ,1,3,1.71
KYBURZ,2,168,96.0
KYBURZ,3,2,1.14
KYBURZ,4,2,1.14
KYKOTSMOVI VILLAGE,2,3,60.0
KYKOTSMOVI VILLAGE,4,2,40.0
KYLE,2,85,85.86
KYLE,3,10,10.1
KYLE,4,4,4.04
LA CANADA FLINTRIDGE,2,736,93.88
LA CANADA FLINTRIDGE,3,26,3.32
LA CANADA FLINTRIDGE,4,22,2.81
LA CONNER,2,2,100.0
LA CRESCENT,2,85,98.84
LA CRESCENT,3,1,1.16
LA CRESCENTA,2,472,93.47
LA CRESCENTA,3,30,5.94
LA CRESCENTA,4,3,0.59
LA CROSSE,2,120,87.59
LA CROSSE,3,2,1.46
LA CROSSE,4,15,10.95
LA FARGE,4,1,100.0
LA FARGEVILLE,4,2,100.0
LA FAYETTE,2,56,71.79
LA FAYETTE,3,3,3.85
LA FAYETTE,4,19,24.36
LA FERIA,4,1,100.0
LA FOLLETTE,2,20,90.91
LA FOLLETTE,4,2,9.09
LA GRANDE,2,1736,90.65
LA GRANDE,3,51,2.66
LA GRANDE,4,128,6.68
LA GRANGE,1,4,0.48
LA GRANGE,2,553,65.99
LA GRANGE,3,237,28.28
LA GRANGE,4,44,5.25
LA GRANGE PARK,2,1,25.0
LA GRANGE PARK,3,2,50.0
LA GRANGE PARK,4,1,25.0
LA HABRA,2,44,97.78
LA HABRA,4,1,2.22
LA HABRA HEIGHTS,2,6,100.0
LA HONDA,1,2,1.63
LA HONDA,2,110,89.43
LA HONDA,3,7,5.69
LA HONDA,4,4,3.25
LA JARA,2,7,87.5
LA JARA,4,1,12.5
LA JOLLA,2,673,96.56
LA JOLLA,3,19,2.73
LA JOLLA,4,5,0.72
LA JOSE,2,13,100.0
LA JUNTA,2,18,43.9
LA JUNTA,3,14,34.15
LA JUNTA,4,9,21.95
LA MARQUE,2,30,62.5
LA MARQUE,3,14,29.17
LA MARQUE,4,4,8.33
LA MESA,2,131,92.91
LA MESA,3,8,5.67
LA MESA,4,2,1.42
LA MIRADA,2,293,97.99
LA MIRADA,3,4,1.34
LA MIRADA,4,2,0.67
LA MONTE,3,1,100.0
LA MOTTE,2,2,100.0
LA PALMA,2,294,98.33
LA PALMA,3,4,1.34
LA PALMA,4,1,0.33
LA PINE,2,747,97.65
LA PINE,3,3,0.39
LA PINE,4,15,1.96
LA PLACE,1,1,0.53
LA PLACE,2,142,75.53
LA PLACE,3,9,4.79
LA PLACE,4,36,19.15
LA PLATA,2,90,68.7
LA PLATA,3,6,4.58
LA PLATA,4,35,26.72
LA PORTE,2,79,47.59
LA PORTE,3,26,15.66
LA PORTE,4,61,36.75
LA PORTE CITY,2,10,76.92
LA PORTE CITY,3,1,7.69
LA PORTE CITY,4,2,15.38
LA PUENTE,2,3158,96.34
LA PUENTE,3,92,2.81
LA PUENTE,4,28,0.85
LA SAL,2,8,100.0
LA SALLE,2,17,41.46
LA SALLE,3,11,26.83
LA SALLE,4,13,31.71
LA VERGNE,1,6,3.11
LA VERGNE,2,163,84.46
LA VERGNE,3,20,10.36
LA VERGNE,4,4,2.07
LA VERKIN,2,11,100.0
LA VERNE,2,400,95.69
LA VERNE,3,13,3.11
LA VERNE,4,5,1.2
LA VETA,2,3,15.0
LA VETA,3,11,55.0
LA VETA,4,6,30.0
LA VISTA,1,1,2.7
LA VISTA,2,31,83.78
LA VISTA,3,5,13.51
LABADIE,4,1,100.0
LABELLE,2,137,87.26
LABELLE,3,3,1.91
LABELLE,4,17,10.83
LACEY,2,37,86.05
LACEY,3,2,4.65
LACEY,4,4,9.3
LACEYS SPRING,2,14,73.68
LACEYS SPRING,3,3,15.79
LACEYS SPRING,4,2,10.53
LACEYVILLE,2,14,58.33
LACEYVILLE,4,10,41.67
LACHINE,3,2,66.67
LACHINE,4,1,33.33
LACKAWAXEN,2,7,100.0
LACOMBE,1,1,4.0
LACOMBE,2,17,68.0
LACOMBE,3,3,12.0
LACOMBE,4,4,16.0
LACON,4,2,100.0
LACONA,2,8,80.0
LACONA,3,1,10.0
LACONA,4,1,10.0
LACONIA,2,1,100.0
LACROSSE,2,2,66.67
LACROSSE,4,1,33.33
LADDONIA,4,3,100.0
LADERA RANCH,2,353,98.33
LADERA RANCH,3,3,0.84
LADERA RANCH,4,3,0.84
LADOGA,2,1,33.33
LADOGA,4,2,66.67
LADORA,2,3,100.0
LADSON,1,2,0.39
LADSON,2,487,95.68
LADSON,3,17,3.34
LADSON,4,3,0.59
LADY LAKE,2,44,100.0
LADYSMITH,2,2,28.57
LADYSMITH,4,5,71.43
LAFAYETTE,1,16,1.42
LAFAYETTE,2,986,87.33
LAFAYETTE,3,49,4.34
LAFAYETTE,4,78,6.91
LAFAYETTE HILL,2,176,98.32
LAFAYETTE HILL,3,2,1.12
LAFAYETTE HILL,4,1,0.56
LAGO VISTA,2,12,100.0
LAGRANGE,1,1,0.52
LAGRANGE,2,106,54.64
LAGRANGE,3,11,5.67
LAGRANGE,4,76,39.18
LAGRANGEVILLE,1,2,1.55
LAGRANGEVILLE,2,114,88.37
LAGRANGEVILLE,3,5,3.88
LAGRANGEVILLE,4,8,6.2
LAGUNA,2,55,73.33
LAGUNA,3,3,4.0
LAGUNA,4,17,22.67
LAGUNA BEACH,2,82,92.13
LAGUNA BEACH,3,2,2.25
LAGUNA BEACH,4,5,5.62
LAGUNA HILLS,2,799,98.64
LAGUNA HILLS,3,11,1.36
LAGUNA NIGUEL,2,524,98.5
LAGUNA NIGUEL,3,6,1.13
LAGUNA NIGUEL,4,2,0.38
LAGUNA WOODS,2,18,100.0
LAGUNITAS,2,11,100.0
LAHOMA,4,2,100.0
LAINGSBURG,2,8,57.14
LAINGSBURG,3,3,21.43
LAINGSBURG,4,3,21.43
LAIRDSVILLE,2,4,100.0
LAKE,2,3,42.86
LAKE,3,2,28.57
LAKE,4,2,28.57
LAKE ALFRED,2,14,93.33
LAKE ALFRED,4,1,6.67
LAKE ANDES,4,1,100.0
LAKE ARIEL,2,17,77.27
LAKE ARIEL,4,5,22.73
LAKE ARROWHEAD,2,196,96.08
LAKE ARROWHEAD,3,3,1.47
LAKE ARROWHEAD,4,5,2.45
LAKE ARTHUR,2,2,100.0
LAKE BARRINGTON,2,14,77.78
LAKE BARRINGTON,3,4,22.22
LAKE BENTON,2,1,25.0
LAKE BENTON,4,3,75.0
LAKE BLUFF,2,155,75.98
LAKE BLUFF,3,46,22.55
LAKE BLUFF,4,3,1.47
LAKE BUTLER,2,103,98.1
LAKE BUTLER,4,2,1.9
LAKE CHARLES,2,200,86.96
LAKE CHARLES,3,12,5.22
LAKE CHARLES,4,18,7.83
LAKE CITY,1,8,0.53
LAKE CITY,2,1390,92.85
LAKE CITY,3,21,1.4
LAKE CITY,4,78,5.21
LAKE CORMORANT,4,2,100.0
LAKE CRYSTAL,2,188,97.92
LAKE CRYSTAL,3,1,0.52
LAKE CRYSTAL,4,3,1.56
LAKE DALLAS,2,126,71.59
LAKE DALLAS,3,42,23.86
LAKE DALLAS,4,8,4.55
LAKE ELMO,2,134,91.78
LAKE ELMO,3,10,6.85
LAKE ELMO,4,2,1.37
LAKE ELSINORE,2,1680,96.33
LAKE ELSINORE,3,33,1.89
LAKE ELSINORE,4,31,1.78
LAKE FOREST,1,1,0.07
LAKE FOREST,2,1133,78.63
LAKE FOREST,3,281,19.5
LAKE FOREST,4,26,1.8
LAKE FOREST PARK,4,3,100.0
LAKE GENEVA,4,10,100.0
LAKE GEORGE,1,5,1.77
LAKE GEORGE,2,247,87.59
LAKE GEORGE,3,8,2.84
LAKE GEORGE,4,22,7.8
LAKE GROVE,2,2,66.67
LAKE GROVE,4,1,33.33
LAKE HARMONY,2,51,77.27
LAKE HARMONY,3,1,1.52
LAKE HARMONY,4,14,21.21
LAKE HAVASU CITY,2,206,77.15
LAKE HAVASU CITY,3,7,2.62
LAKE HAVASU CITY,4,54,20.22
LAKE HELEN,1,6,6.32
LAKE HELEN,2,71,74.74
LAKE HELEN,3,7,7.37
LAKE HELEN,4,11,11.58
LAKE HOPATCONG,2,18,72.0
LAKE HOPATCONG,3,4,16.0
LAKE HOPATCONG,4,3,12.0
